,xp,yp,zp,xp_pri,yp_pri,zp_pri,ed,time,evtid,type,trackid,parentid,creaproc,parenttype,edproc
13,14.862522251724583,31.40663567358189,-43.44520199658331,14.862522251724583,31.40663567358189,-43.44520199658331,200,0.0,13,gamma,0.0,0,None,None,None
14,-18.340973911192023,26.026084199394163,-144.63556695793005,-18.340973911192023,26.026084199394163,-144.63556695793005,200,0.0,14,gamma,0.0,0,None,None,None
15,-8.329771753146666,47.43410940877811,-84.41986581226894,-8.329771753146666,47.43410940877811,-84.41986581226894,200,0.0,15,gamma,0.0,0,None,None,None
16,-39.17915720328454,3.682984630176042,-61.611182877155585,-39.17915720328454,3.682984630176042,-61.611182877155585,200,0.0,16,gamma,0.0,0,None,None,None
17,-24.347944087546946,3.9558527530108822,-101.17906321995616,-24.347944087546946,3.9558527530108822,-101.17906321995616,200,0.0,17,gamma,0.0,0,None,None,None
18,-11.836366710548516,-44.03098355032252,-34.49058383128829,-11.836366710548516,-44.03098355032252,-34.49058383128829,200,0.0,18,gamma,0.0,0,None,None,None
19,32.064605495621784,-3.175501816880036,-44.811690208502526,32.064605495621784,-3.175501816880036,-44.811690208502526,200,0.0,19,gamma,0.0,0,None,None,None
20,14.778516999047827,-12.042424284661086,-48.565610826955435,14.778516999047827,-12.042424284661086,-48.565610826955435,200,0.0,20,gamma,0.0,0,None,None,None
21,3.7089404928396315,-16.150876152819173,-103.545003364548,3.7089404928396315,-16.150876152819173,-103.545003364548,200,0.0,21,gamma,0.0,0,None,None,None
22,-9.625199887610208,43.549110511566205,-25.3310746515765,-9.625199887610208,43.549110511566205,-25.3310746515765,200,0.0,22,gamma,0.0,0,None,None,None
23,-18.858890363885468,-7.438203813781316,-106.28560216539822,-18.858890363885468,-7.438203813781316,-106.28560216539822,200,0.0,23,gamma,0.0,0,None,None,None
24,-15.150701070600777,-14.104027367378933,-134.64241041109088,-15.150701070600777,-14.104027367378933,-134.64241041109088,200,0.0,24,gamma,0.0,0,None,None,None
25,11.238905238702179,-20.784708003737613,-70.42497993749718,11.238905238702179,-20.784708003737613,-70.42497993749718,200,0.0,25,gamma,0.0,0,None,None,None
26,-0.8178503124445381,0.8639371483141642,-86.60882767174455,-0.8178503124445381,0.8639371483141642,-86.60882767174455,200,0.0,26,gamma,0.0,0,None,None,None
27,-11.72865989062676,-11.449091767667602,-61.29505815479634,-11.72865989062676,-11.449091767667602,-61.29505815479634,200,0.0,27,gamma,0.0,0,None,None,None
28,13.838695892484143,5.762376562134154,-100.39916940345323,13.838695892484143,5.762376562134154,-100.39916940345323,200,0.0,28,gamma,0.0,0,None,None,None
29,-27.67534227122306,-16.076188981578817,-20.570874011946444,-27.67534227122306,-16.076188981578817,-20.570874011946444,200,0.0,29,gamma,0.0,0,None,None,None
30,30.867753302160278,-5.820948485623275,-131.4585849939539,30.867753302160278,-5.820948485623275,-131.4585849939539,200,0.0,30,gamma,0.0,0,None,None,None
31,44.68514124080437,-1.9327103464350106,-44.723926827941014,44.68514124080437,-1.9327103464350106,-44.723926827941014,200,0.0,31,gamma,0.0,0,None,None,None
32,39.61026767193854,9.912880458505144,-140.17511425983378,39.61026767193854,9.912880458505144,-140.17511425983378,200,0.0,32,gamma,0.0,0,None,None,None
33,2.039337013008393,-34.00544216128307,-36.94181429532958,2.039337013008393,-34.00544216128307,-36.94181429532958,200,0.0,33,gamma,0.0,0,None,None,None
34,-26.52064345312706,-23.525813881018944,-69.04273905336017,-26.52064345312706,-23.525813881018944,-69.04273905336017,200,0.0,34,gamma,0.0,0,None,None,None
35,4.160477923420554,-40.66125790535277,-29.41732437355637,4.160477923420554,-40.66125790535277,-29.41732437355637,200,0.0,35,gamma,0.0,0,None,None,None
36,-47.47239555393897,0.7604122520049053,-110.92310502098843,-47.47239555393897,0.7604122520049053,-110.92310502098843,200,0.0,36,gamma,0.0,0,None,None,None
37,-11.406511697389332,-9.306542186658435,-50.63425492462632,-11.406511697389332,-9.306542186658435,-50.63425492462632,200,0.0,37,gamma,0.0,0,None,None,None
38,-41.72385650410591,-17.50703856418068,-7.922648605961712,-41.72385650410591,-17.50703856418068,-7.922648605961712,200,0.0,38,gamma,0.0,0,None,None,None
39,46.68358606538874,16.84947633236849,-109.04799700923105,46.68358606538874,16.84947633236849,-109.04799700923105,200,0.0,39,gamma,0.0,0,None,None,None
40,10.080555158941916,-14.091151527242321,-55.263988783218196,10.080555158941916,-14.091151527242321,-55.263988783218196,200,0.0,40,gamma,0.0,0,None,None,None
41,29.642299583761954,3.419241828937791,-129.0540252928024,29.642299583761954,3.419241828937791,-129.0540252928024,200,0.0,41,gamma,0.0,0,None,None,None
42,7.68544998876868,-41.07699897389195,-43.6072842733675,7.68544998876868,-41.07699897389195,-43.6072842733675,200,0.0,42,gamma,0.0,0,None,None,None
43,18.754968780805,33.68351759972704,-98.87144573757146,18.754968780805,33.68351759972704,-98.87144573757146,200,0.0,43,gamma,0.0,0,None,None,None
44,43.116475100493766,-5.384014333884357,-135.4690025802684,43.116475100493766,-5.384014333884357,-135.4690025802684,200,0.0,44,gamma,0.0,0,None,None,None
45,0.7805035176838144,20.756821854670914,-112.49744459015565,0.7805035176838144,20.756821854670914,-112.49744459015565,200,0.0,45,gamma,0.0,0,None,None,None
46,2.5452670903057197,27.404999333879875,-131.06066278238475,2.5452670903057197,27.404999333879875,-131.06066278238475,200,0.0,46,gamma,0.0,0,None,None,None
47,40.60508397964585,21.017361142034087,-95.92303239269238,40.60508397964585,21.017361142034087,-95.92303239269238,200,0.0,47,gamma,0.0,0,None,None,None
48,31.63026349205592,-4.737912360483165,-43.159643160664615,31.63026349205592,-4.737912360483165,-43.159643160664615,200,0.0,48,gamma,0.0,0,None,None,None
49,-10.726358119545235,-32.942802034317644,-30.982425843760325,-10.726358119545235,-32.942802034317644,-30.982425843760325,200,0.0,49,gamma,0.0,0,None,None,None
50,-33.44059283746045,22.68702084624703,-44.87421970688271,-33.44059283746045,22.68702084624703,-44.87421970688271,200,0.0,50,gamma,0.0,0,None,None,None
51,3.729644249123519,-33.32380763675145,-48.90419042232507,3.729644249123519,-33.32380763675145,-48.90419042232507,200,0.0,51,gamma,0.0,0,None,None,None
52,3.269693392911008,-6.401927651076695,-21.893793976366396,3.269693392911008,-6.401927651076695,-21.893793976366396,200,0.0,52,gamma,0.0,0,None,None,None
53,-10.49611128936134,46.73896360474512,-0.769529060465004,-10.49611128936134,46.73896360474512,-0.769529060465004,200,0.0,53,gamma,0.0,0,None,None,None
54,18.22407161171706,26.900272600681554,-114.62938439073238,18.22407161171706,26.900272600681554,-114.62938439073238,200,0.0,54,gamma,0.0,0,None,None,None
55,4.073792173753433,-40.42041034168084,-91.41460487555159,4.073792173753433,-40.42041034168084,-91.41460487555159,200,0.0,55,gamma,0.0,0,None,None,None
56,-18.491017289165413,30.261505458572852,-30.163921650089563,-18.491017289165413,30.261505458572852,-30.163921650089563,200,0.0,56,gamma,0.0,0,None,None,None
57,-25.609991242656772,36.942472042265166,-64.16790788430562,-25.609991242656772,36.942472042265166,-64.16790788430562,200,0.0,57,gamma,0.0,0,None,None,None
58,-29.943815089977438,7.850146010562046,-111.76584709523866,-29.943815089977438,7.850146010562046,-111.76584709523866,200,0.0,58,gamma,0.0,0,None,None,None
59,6.505183181354672,-24.987769163823636,-106.33307244537988,6.505183181354672,-24.987769163823636,-106.33307244537988,200,0.0,59,gamma,0.0,0,None,None,None
60,19.084164562210233,23.39721633910668,-70.796127764602,19.084164562210233,23.39721633910668,-70.796127764602,200,0.0,60,gamma,0.0,0,None,None,None
61,-12.4789680393067,15.50600472605559,-13.210852600240997,-12.4789680393067,15.50600472605559,-13.210852600240997,200,0.0,61,gamma,0.0,0,None,None,None
62,47.66263576451708,-1.015204431519897,-134.37543836984923,47.66263576451708,-1.015204431519897,-134.37543836984923,200,0.0,62,gamma,0.0,0,None,None,None
63,19.402821904280763,-7.870027506440385,-34.44224991748854,19.402821904280763,-7.870027506440385,-34.44224991748854,200,0.0,63,gamma,0.0,0,None,None,None
64,0.060201394858192696,-20.3185456764556,-41.34371748502733,0.060201394858192696,-20.3185456764556,-41.34371748502733,200,0.0,64,gamma,0.0,0,None,None,None
65,32.70656110056711,-30.463682002760205,-71.38861058278967,32.70656110056711,-30.463682002760205,-71.38861058278967,200,0.0,65,gamma,0.0,0,None,None,None
66,44.71141188281226,0.6225945897431385,-41.84883555787822,44.71141188281226,0.6225945897431385,-41.84883555787822,200,0.0,66,gamma,0.0,0,None,None,None
67,30.830046751602715,28.39126289793997,-33.99866176299824,30.830046751602715,28.39126289793997,-33.99866176299824,200,0.0,67,gamma,0.0,0,None,None,None
68,23.84966929850525,-39.19157996970995,-129.60567646674707,23.84966929850525,-39.19157996970995,-129.60567646674707,200,0.0,68,gamma,0.0,0,None,None,None
69,-17.509761021616413,-46.49128079136449,-117.03884903270307,-17.509761021616413,-46.49128079136449,-117.03884903270307,200,0.0,69,gamma,0.0,0,None,None,None
70,-5.3590092677913495,-47.59538447660375,-106.78739074435222,-5.3590092677913495,-47.59538447660375,-106.78739074435222,200,0.0,70,gamma,0.0,0,None,None,None
71,19.12603603837547,22.994115004154914,-101.96231533893817,19.12603603837547,22.994115004154914,-101.96231533893817,200,0.0,71,gamma,0.0,0,None,None,None
72,15.600293633062988,-33.61523484825434,-57.93170328631939,15.600293633062988,-33.61523484825434,-57.93170328631939,200,0.0,72,gamma,0.0,0,None,None,None
73,8.585271566138399,48.39028654418218,-39.852041366686095,8.585271566138399,48.39028654418218,-39.852041366686095,200,0.0,73,gamma,0.0,0,None,None,None
74,-47.33305457749509,-6.927928719915297,-27.060245679161625,-47.33305457749509,-6.927928719915297,-27.060245679161625,200,0.0,74,gamma,0.0,0,None,None,None
75,-45.266015937138086,8.64777684618316,-5.251102288937204,-45.266015937138086,8.64777684618316,-5.251102288937204,200,0.0,75,gamma,0.0,0,None,None,None
76,5.95927400072106,-49.22524231455652,-106.55248499535696,5.95927400072106,-49.22524231455652,-106.55248499535696,200,0.0,76,gamma,0.0,0,None,None,None
77,-11.529801637933842,-25.532677754245032,-87.39329391098444,-11.529801637933842,-25.532677754245032,-87.39329391098444,200,0.0,77,gamma,0.0,0,None,None,None
78,-35.69461971850427,2.7373320998256427,-138.68665344985652,-35.69461971850427,2.7373320998256427,-138.68665344985652,200,0.0,78,gamma,0.0,0,None,None,None
79,-5.8104468425094895,30.347376176995386,-52.73674671283314,-5.8104468425094895,30.347376176995386,-52.73674671283314,200,0.0,79,gamma,0.0,0,None,None,None
80,-11.656692258550047,26.452568948751537,-21.144634751904476,-11.656692258550047,26.452568948751537,-21.144634751904476,200,0.0,80,gamma,0.0,0,None,None,None
81,44.22211053717986,-6.834404475702884,-78.1925797811527,44.22211053717986,-6.834404475702884,-78.1925797811527,200,0.0,81,gamma,0.0,0,None,None,None
82,-41.144080270354344,15.626217737892397,-89.26664385235594,-41.144080270354344,15.626217737892397,-89.26664385235594,200,0.0,82,gamma,0.0,0,None,None,None
83,17.752466397572814,44.86670573403049,-37.1529515551328,17.752466397572814,44.86670573403049,-37.1529515551328,200,0.0,83,gamma,0.0,0,None,None,None
84,33.04033493876379,-9.589467542353251,-68.56497920226855,33.04033493876379,-9.589467542353251,-68.56497920226855,200,0.0,84,gamma,0.0,0,None,None,None
85,-30.7173081986777,24.703408735952216,-112.50284230242416,-30.7173081986777,24.703408735952216,-112.50284230242416,200,0.0,85,gamma,0.0,0,None,None,None
86,7.862765208212709,-7.801902400732233,-59.75327066384928,7.862765208212709,-7.801902400732233,-59.75327066384928,200,0.0,86,gamma,0.0,0,None,None,None
87,-31.869863555749028,17.801273867300925,-83.92067809355127,-31.869863555749028,17.801273867300925,-83.92067809355127,200,0.0,87,gamma,0.0,0,None,None,None
88,-47.27200466810757,15.765514704831931,-37.513990258132026,-47.27200466810757,15.765514704831931,-37.513990258132026,200,0.0,88,gamma,0.0,0,None,None,None
89,-17.462865962469674,-33.82030338927423,-15.83889251805499,-17.462865962469674,-33.82030338927423,-15.83889251805499,200,0.0,89,gamma,0.0,0,None,None,None
90,-24.836786675615347,1.0184690928406366,-79.29751764137094,-24.836786675615347,1.0184690928406366,-79.29751764137094,200,0.0,90,gamma,0.0,0,None,None,None
91,12.011847311726312,-27.51674133254194,-37.80720081589756,12.011847311726312,-27.51674133254194,-37.80720081589756,200,0.0,91,gamma,0.0,0,None,None,None
92,24.261117314966757,-11.326490717188861,-9.57385445323942,24.261117314966757,-11.326490717188861,-9.57385445323942,200,0.0,92,gamma,0.0,0,None,None,None
93,-6.3382084361456545,-8.690994677728446,-109.26701325716604,-6.3382084361456545,-8.690994677728446,-109.26701325716604,200,0.0,93,gamma,0.0,0,None,None,None
94,13.28793269965512,-7.0461603901370005,-53.61791153820708,13.28793269965512,-7.0461603901370005,-53.61791153820708,200,0.0,94,gamma,0.0,0,None,None,None
95,2.036849054156999,20.02083699222306,-137.45821930213273,2.036849054156999,20.02083699222306,-137.45821930213273,200,0.0,95,gamma,0.0,0,None,None,None
96,17.791647548989882,18.108136530083975,-13.195014751975322,17.791647548989882,18.108136530083975,-13.195014751975322,200,0.0,96,gamma,0.0,0,None,None,None
97,-43.39786608912221,16.1642959901445,-115.54906208218375,-43.39786608912221,16.1642959901445,-115.54906208218375,200,0.0,97,gamma,0.0,0,None,None,None
98,-7.508872004907903,5.769541629823241,-59.956200836212574,-7.508872004907903,5.769541629823241,-59.956200836212574,200,0.0,98,gamma,0.0,0,None,None,None
99,-6.454874956851958,16.448214170355875,-68.79142324773277,-6.454874956851958,16.448214170355875,-68.79142324773277,200,0.0,99,gamma,0.0,0,None,None,None
100,-11.579032414932723,25.411254797576927,-22.46966843934854,-11.579032414932723,25.411254797576927,-22.46966843934854,200,0.0,100,gamma,0.0,0,None,None,None
101,24.299093818217557,-30.405890334075153,-126.44843371034372,24.299093818217557,-30.405890334075153,-126.44843371034372,200,0.0,101,gamma,0.0,0,None,None,None
102,-38.664997017353194,1.1183416530060704,-134.34158363992518,-38.664997017353194,1.1183416530060704,-134.34158363992518,200,0.0,102,gamma,0.0,0,None,None,None
103,-21.99158843663317,34.03273653655775,-90.66925380850236,-21.99158843663317,34.03273653655775,-90.66925380850236,200,0.0,103,gamma,0.0,0,None,None,None
104,24.248836530397874,28.875161857114893,-112.39755697202878,24.248836530397874,28.875161857114893,-112.39755697202878,200,0.0,104,gamma,0.0,0,None,None,None
105,12.740667745916086,-13.195332411672913,-80.9847489492279,12.740667745916086,-13.195332411672913,-80.9847489492279,200,0.0,105,gamma,0.0,0,None,None,None
106,27.923241257458454,35.67464908138697,-87.70859484480093,27.923241257458454,35.67464908138697,-87.70859484480093,200,0.0,106,gamma,0.0,0,None,None,None
107,21.94376780163491,-21.276823495535968,-135.57475305058776,21.94376780163491,-21.276823495535968,-135.57475305058776,200,0.0,107,gamma,0.0,0,None,None,None
108,-9.567311414462603,-48.63947246579249,-101.84913396013451,-9.567311414462603,-48.63947246579249,-101.84913396013451,200,0.0,108,gamma,0.0,0,None,None,None
109,-47.77808900057656,7.094542272856673,-90.15221425899935,-47.77808900057656,7.094542272856673,-90.15221425899935,200,0.0,109,gamma,0.0,0,None,None,None
110,17.960109796161177,-18.470927173376875,-41.97336334432369,17.960109796161177,-18.470927173376875,-41.97336334432369,200,0.0,110,gamma,0.0,0,None,None,None
111,5.424941684631802,23.373169085551893,-56.55298386710584,5.424941684631802,23.373169085551893,-56.55298386710584,200,0.0,111,gamma,0.0,0,None,None,None
112,47.16243987829005,-6.8619621838502125,-105.42443501217022,47.16243987829005,-6.8619621838502125,-105.42443501217022,200,0.0,112,gamma,0.0,0,None,None,None
113,33.367588667043215,3.9795783222897723,-97.76653929202158,33.367588667043215,3.9795783222897723,-97.76653929202158,200,0.0,113,gamma,0.0,0,None,None,None
114,-10.012782141107404,-29.79753709347385,-81.91122950517821,-10.012782141107404,-29.79753709347385,-81.91122950517821,200,0.0,114,gamma,0.0,0,None,None,None
115,0.3629996756304458,-39.81268183164734,-47.03624712352433,0.3629996756304458,-39.81268183164734,-47.03624712352433,200,0.0,115,gamma,0.0,0,None,None,None
116,12.950733062883392,5.448049797203858,-93.50725167291498,12.950733062883392,5.448049797203858,-93.50725167291498,200,0.0,116,gamma,0.0,0,None,None,None
117,20.027992802321045,17.427869536563165,-89.65387550208922,20.027992802321045,17.427869536563165,-89.65387550208922,200,0.0,117,gamma,0.0,0,None,None,None
118,-34.71398959355235,28.76296741429981,-8.67659191433296,-34.71398959355235,28.76296741429981,-8.67659191433296,200,0.0,118,gamma,0.0,0,None,None,None
119,19.08214679582821,-9.806414767977556,-118.81158228210539,19.08214679582821,-9.806414767977556,-118.81158228210539,200,0.0,119,gamma,0.0,0,None,None,None
120,-25.86773749081421,-8.620529585285775,-83.07608086472216,-25.86773749081421,-8.620529585285775,-83.07608086472216,200,0.0,120,gamma,0.0,0,None,None,None
121,3.304559911516027,14.884820779341531,-131.4376460832227,3.304559911516027,14.884820779341531,-131.4376460832227,200,0.0,121,gamma,0.0,0,None,None,None
122,-26.82122798490415,7.991817141400452,-77.93467626164222,-26.82122798490415,7.991817141400452,-77.93467626164222,200,0.0,122,gamma,0.0,0,None,None,None
123,7.4578962233668555,26.58494726213446,-56.708466147639115,7.4578962233668555,26.58494726213446,-56.708466147639115,200,0.0,123,gamma,0.0,0,None,None,None
124,-1.3704487229563818,-6.644169171442329,-24.96551425660475,-1.3704487229563818,-6.644169171442329,-24.96551425660475,200,0.0,124,gamma,0.0,0,None,None,None
125,8.048591862694408,10.990836287532112,-106.63346580941408,8.048591862694408,10.990836287532112,-106.63346580941408,200,0.0,125,gamma,0.0,0,None,None,None
126,-29.632180855041405,-39.38208103180172,-7.072732780891727,-29.632180855041405,-39.38208103180172,-7.072732780891727,200,0.0,126,gamma,0.0,0,None,None,None
127,-1.8925590721814496,45.44846855986777,-5.313705673212695,-1.8925590721814496,45.44846855986777,-5.313705673212695,200,0.0,127,gamma,0.0,0,None,None,None
128,-1.607451518908387,32.59032360749816,-17.441374105562858,-1.607451518908387,32.59032360749816,-17.441374105562858,200,0.0,128,gamma,0.0,0,None,None,None
129,-41.77650442949335,-21.980928916074287,-94.5475530301117,-41.77650442949335,-21.980928916074287,-94.5475530301117,200,0.0,129,gamma,0.0,0,None,None,None
130,17.263367356914372,31.164453026876735,-88.62924911540102,17.263367356914372,31.164453026876735,-88.62924911540102,200,0.0,130,gamma,0.0,0,None,None,None
131,-19.65421299726843,-30.426793867384294,-15.19977411643552,-19.65421299726843,-30.426793867384294,-15.19977411643552,200,0.0,131,gamma,0.0,0,None,None,None
132,-29.912244112120085,-21.32523956872475,-125.33306899297665,-29.912244112120085,-21.32523956872475,-125.33306899297665,200,0.0,132,gamma,0.0,0,None,None,None
133,-32.891994742173054,-3.5624048135251516,-146.55027924704044,-32.891994742173054,-3.5624048135251516,-146.55027924704044,200,0.0,133,gamma,0.0,0,None,None,None
134,-5.914837403647254,47.280231849078056,-33.805078680300184,-5.914837403647254,47.280231849078056,-33.805078680300184,200,0.0,134,gamma,0.0,0,None,None,None
135,-40.623721777981416,9.74720508817113,-143.08003678668393,-40.623721777981416,9.74720508817113,-143.08003678668393,200,0.0,135,gamma,0.0,0,None,None,None
136,-33.83023995757761,-24.755966574271667,-18.660057658001392,-33.83023995757761,-24.755966574271667,-18.660057658001392,200,0.0,136,gamma,0.0,0,None,None,None
137,41.94323672108181,-17.98955530818332,-27.45339640715116,41.94323672108181,-17.98955530818332,-27.45339640715116,200,0.0,137,gamma,0.0,0,None,None,None
138,13.993305862336767,-40.384766349917015,-105.90291914590998,13.993305862336767,-40.384766349917015,-105.90291914590998,200,0.0,138,gamma,0.0,0,None,None,None
139,20.510382581154893,40.128432840070744,-109.3316497751611,20.510382581154893,40.128432840070744,-109.3316497751611,200,0.0,139,gamma,0.0,0,None,None,None
140,11.255772302650028,-21.135896379628335,-0.4077178876742664,11.255772302650028,-21.135896379628335,-0.4077178876742664,200,0.0,140,gamma,0.0,0,None,None,None
141,-9.685232632210546,-12.793043067685733,-72.04947477172009,-9.685232632210546,-12.793043067685733,-72.04947477172009,200,0.0,141,gamma,0.0,0,None,None,None
142,-20.195466888277405,12.622249061396051,-68.87889505785999,-20.195466888277405,12.622249061396051,-68.87889505785999,200,0.0,142,gamma,0.0,0,None,None,None
143,13.060696376818825,-37.57342259475754,-73.68547292921946,13.060696376818825,-37.57342259475754,-73.68547292921946,200,0.0,143,gamma,0.0,0,None,None,None
144,-39.83004757401574,14.775704920055688,-74.95377096547608,-39.83004757401574,14.775704920055688,-74.95377096547608,200,0.0,144,gamma,0.0,0,None,None,None
145,-46.19104081796632,18.02032385608273,-127.41725729508039,-46.19104081796632,18.02032385608273,-127.41725729508039,200,0.0,145,gamma,0.0,0,None,None,None
146,0.5295148813589987,-38.15119757706861,-59.53252057024565,0.5295148813589987,-38.15119757706861,-59.53252057024565,200,0.0,146,gamma,0.0,0,None,None,None
147,22.33693637671321,-8.518549082021094,-81.27525753840136,22.33693637671321,-8.518549082021094,-81.27525753840136,200,0.0,147,gamma,0.0,0,None,None,None
148,32.24165502574267,-26.787017742681112,-106.91296556254429,32.24165502574267,-26.787017742681112,-106.91296556254429,200,0.0,148,gamma,0.0,0,None,None,None
149,3.2044796346219178,-47.27247775651758,-50.00556398587764,3.2044796346219178,-47.27247775651758,-50.00556398587764,200,0.0,149,gamma,0.0,0,None,None,None
150,5.035703192236512,-39.889141319727585,-98.80518114903575,5.035703192236512,-39.889141319727585,-98.80518114903575,200,0.0,150,gamma,0.0,0,None,None,None
151,-20.14734643274469,42.3598861406348,-48.78367047129436,-20.14734643274469,42.3598861406348,-48.78367047129436,200,0.0,151,gamma,0.0,0,None,None,None
152,-21.903159248104682,-20.642601485371515,-94.10207713101812,-21.903159248104682,-20.642601485371515,-94.10207713101812,200,0.0,152,gamma,0.0,0,None,None,None
153,28.155585645272403,-8.024799403076429,-125.02999639908646,28.155585645272403,-8.024799403076429,-125.02999639908646,200,0.0,153,gamma,0.0,0,None,None,None
154,14.29159695307289,14.803261395790386,-34.04653274447381,14.29159695307289,14.803261395790386,-34.04653274447381,200,0.0,154,gamma,0.0,0,None,None,None
155,6.8362093294861825,26.570281109112667,-141.69451375739882,6.8362093294861825,26.570281109112667,-141.69451375739882,200,0.0,155,gamma,0.0,0,None,None,None
156,-16.55248315155355,-5.1263646233236875,-19.950190042125854,-16.55248315155355,-5.1263646233236875,-19.950190042125854,200,0.0,156,gamma,0.0,0,None,None,None
157,34.3035982473451,14.950719751126044,-86.31168657818318,34.3035982473451,14.950719751126044,-86.31168657818318,200,0.0,157,gamma,0.0,0,None,None,None
158,4.325806562691153,-21.88590894248762,-65.45693743784291,4.325806562691153,-21.88590894248762,-65.45693743784291,200,0.0,158,gamma,0.0,0,None,None,None
159,-29.79420725019203,-30.02791047429255,-149.3476249893643,-29.79420725019203,-30.02791047429255,-149.3476249893643,200,0.0,159,gamma,0.0,0,None,None,None
160,-35.781320797740115,-25.687737827283478,-128.18006138151503,-35.781320797740115,-25.687737827283478,-128.18006138151503,200,0.0,160,gamma,0.0,0,None,None,None
161,7.885259489990004,8.285351997332494,-149.1357608640991,7.885259489990004,8.285351997332494,-149.1357608640991,200,0.0,161,gamma,0.0,0,None,None,None
162,-6.5633193943332335,6.523433163053236,-96.72070535385214,-6.5633193943332335,6.523433163053236,-96.72070535385214,200,0.0,162,gamma,0.0,0,None,None,None
163,14.945022915944264,-25.741904281870543,-90.7886544745169,14.945022915944264,-25.741904281870543,-90.7886544745169,200,0.0,163,gamma,0.0,0,None,None,None
164,16.794360964473,-41.430193517901245,-32.62665898272009,16.794360964473,-41.430193517901245,-32.62665898272009,200,0.0,164,gamma,0.0,0,None,None,None
165,34.28782560450304,-24.058857924760822,-129.49297898102435,34.28782560450304,-24.058857924760822,-129.49297898102435,200,0.0,165,gamma,0.0,0,None,None,None
166,3.9489532540545373,-43.18912707166782,-76.15271176851383,3.9489532540545373,-43.18912707166782,-76.15271176851383,200,0.0,166,gamma,0.0,0,None,None,None
167,-30.929997352364254,21.538366436899775,-20.175774485403423,-30.929997352364254,21.538366436899775,-20.175774485403423,200,0.0,167,gamma,0.0,0,None,None,None
168,1.7623110635177315,-6.828153089950497,-120.82284500817734,1.7623110635177315,-6.828153089950497,-120.82284500817734,200,0.0,168,gamma,0.0,0,None,None,None
169,-5.866771222160797,-7.103463788777118,-116.32799423309322,-5.866771222160797,-7.103463788777118,-116.32799423309322,200,0.0,169,gamma,0.0,0,None,None,None
170,7.710304828796156,37.975994626214444,-76.84391932309858,7.710304828796156,37.975994626214444,-76.84391932309858,200,0.0,170,gamma,0.0,0,None,None,None
171,17.728664311773077,-28.003388330678046,-34.187355867028785,17.728664311773077,-28.003388330678046,-34.187355867028785,200,0.0,171,gamma,0.0,0,None,None,None
172,6.317472723010747,5.014008745249967,-88.37899741337279,6.317472723010747,5.014008745249967,-88.37899741337279,200,0.0,172,gamma,0.0,0,None,None,None
173,31.43589962080181,6.729365070521647,-84.20800673991363,31.43589962080181,6.729365070521647,-84.20800673991363,200,0.0,173,gamma,0.0,0,None,None,None
174,-26.945159192008468,37.4694420574257,-142.2037164271906,-26.945159192008468,37.4694420574257,-142.2037164271906,200,0.0,174,gamma,0.0,0,None,None,None
175,-28.113419349512913,17.62441720904728,-147.84279921843662,-28.113419349512913,17.62441720904728,-147.84279921843662,200,0.0,175,gamma,0.0,0,None,None,None
176,9.648752125562346,47.517326802719374,-114.48985691575949,9.648752125562346,47.517326802719374,-114.48985691575949,200,0.0,176,gamma,0.0,0,None,None,None
